lead_id,contact_id,campaign_id,lead_owner,email_clean,phone_clean,phone_valid,phone_issue,phone_source,phone_extension,company_clean,source_final,lead_status_clean,campaign_name,campaign_channel,campaign_source,lead_created_at,lead_converted_at,campaign_start_date,campaign_end_date,first_activity_date,last_activity_date,total_activities,unique_campaigns_count,activity_types_count,email_valid,has_contact,has_campaign,has_source,has_company,has_activity,lead_created_valid,lead_created_future,duplicate_email,duplicate_phone,duplicate_company_name,is_duplicate,missing_critical_fields_count,quality_score,quality_level,campaign_ready,campaign_ready_label,cleaning_priority
7748,,14,Non renseigne,william.hernandez7748@corestack.com,,False,Téléphone manquant,lead,,CoreStack,outbound sdr,mql,Nurture Campaign - Direct Mail,direct mail,direct mail,2020-07-03 00:00:00,,2024-08-01 00:00:00,2024-11-09 00:00:00,2021-08-18 16:56:00,2024-10-24 12:34:00,3.0,3.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7749,,24,Non renseigne,joseph.wilson7749@scaleupsystems.com,,False,Téléphone manquant,lead,,ScaleUp Systems,social media,disqualified,FY2024 Brand Awareness - Content Syndication,content syndication,content syndication,2023-08-18 00:00:00,,2024-11-30 00:00:00,2025-03-20 00:00:00,2020-06-06 21:27:00,2024-12-01 00:00:00,6.0,4.0,6.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7750,,10,Non renseigne,karen.davis@piedpiper.com,+15085762258,True,OK,contact,,PrimePath Digital,outbound sdr,converted,FY2021 Event Promotion - Event,event,event,2023-03-16 00:00:00,2023-03-24 00:00:00,2021-01-11 00:00:00,2021-02-03 00:00:00,2020-08-05 01:05:00,2030-03-15 14:30:00,3.0,3.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
7751,,3,Non renseigne,david.martinez7751@brightwavetech.com,,False,Téléphone manquant,lead,,BrightWave Tech,partner referral,disqualified,Webinar - Thought Leadership - Q2 2024,webinar,webinar,2024-10-01 00:00:00,,2024-04-25 00:00:00,2024-07-11 00:00:00,2021-01-24 13:27:00,2024-06-09 17:07:00,2.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7752,,68,Non renseigne,lisa.lopez7752@cybervault.com,,False,Téléphone manquant,lead,,CyberVault,partner referral,disqualified,ABM Campaign - Paid Search,paid search,paid search,2022-04-01 00:00:00,,2024-08-10 00:00:00,2024-11-12 00:00:00,2022-07-10 19:28:00,2024-10-02 19:47:00,5.0,4.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7753,,93,Non renseigne,william.taylor7753@truenorthdata.com,,False,Téléphone manquant,lead,,TrueNorth Data,inbound web,mql,Event - Product Launch - Q4 2024,event,event,2022-11-12 00:00:00,,2024-10-25 00:00:00,2024-12-11 00:00:00,2020-03-27 16:44:00,2024-11-11 00:17:00,3.0,3.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7754,,137,Non renseigne,karen.lee7754@agiledynamics.com,,False,Téléphone manquant,lead,,Agile Dynamics,inbound webinar,disqualified,FY2023 ABM - Partner,partner,partner,2020-12-06 00:00:00,,2023-07-16 00:00:00,2023-07-30 00:00:00,2020-06-09 00:30:00,2023-07-16 19:55:00,4.0,4.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7755,,166,Non renseigne,nancy.johnson7755@truenorthdata.com,,False,Téléphone manquant,lead,,TrueNorth Data,inbound web,sql,FY2024 Demand Gen - Organic Search,organic search,organic search,2020-05-15 00:00:00,,2024-12-12 00:00:00,2024-12-31 00:00:00,2024-12-19 02:56:00,2024-12-19 02:56:00,1.0,1.0,1.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7756,,65,Non renseigne,karen.anderson7756@databridgecorp.com,,False,Téléphone manquant,lead,,DataBridge Corp,event,working,Product Launch Campaign - Paid Social,paid social,paid social,2022-03-10 00:00:00,,2024-11-21 00:00:00,2025-01-23 00:00:00,2020-12-08 13:54:00,2024-12-18 21:05:00,8.0,8.0,5.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7757,,61,Non renseigne,nancy.jackson7757@insightplatforms.com,,False,Téléphone manquant,lead,,Insight Platforms,outbound sdr,mql,Paid Search - Product Launch - Q2 2024,paid search,paid search,2020-06-09 00:00:00,,2024-06-19 00:00:00,2024-07-22 00:00:00,2020-01-31 18:54:00,2024-06-22 08:35:00,4.0,3.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7758,,37,Non renseigne,emily.thompson@acme.com,,False,Format possible mais numéro non validé,contact,,CyberVault,inbound content,converted,Product Launch Campaign - Email,email,email,2024-03-22 00:00:00,2024-06-02 00:00:00,2024-10-25 00:00:00,2025-01-11 00:00:00,2020-04-10 08:40:00,2024-12-23 00:26:00,4.0,4.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7759,,199,Non renseigne,michael.garcia7759@futureforge.com,,False,Téléphone manquant,lead,,FutureForge,inbound webinar,new,Paid Search - Event Promotion - Q3 2024,paid search,paid search,2021-08-18 00:00:00,,2024-07-27 00:00:00,2024-10-28 00:00:00,2020-04-12 06:47:00,2024-09-23 18:45:00,4.0,4.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7760,,136,Non renseigne,john.martin,,False,Téléphone manquant,lead,,StreamLine Analytics,paid search,disqualified,Paid Search - Thought Leadership - Q3 2024,paid search,paid search,2024-07-05 00:00:00,,2024-07-06 00:00:00,2024-08-05 00:00:00,2021-05-09 00:47:00,2024-07-30 06:33:00,4.0,4.0,3.0,False,False,True,True,True,True,True,False,False,False,True,False,2,50,À corriger,False,Non,Priorité moyenne
7761,,173,Non renseigne,andrew.clark@acme.com,,False,Format possible mais numéro non validé,contact,,CloudScale Systems,inbound webinar,converted,Event Promotion Campaign - Event,event,event,2024-10-09 00:00:00,2024-12-17 00:00:00,2024-10-15 00:00:00,2024-11-05 00:00:00,2021-11-27 23:21:00,2024-10-25 13:19:00,7.0,7.0,6.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7762,,31,Non renseigne,robert.lee@piedpiper.com,+18208706421,True,OK,contact,,Agile Dynamics,inbound web,converted,Webinar - Demand Gen - Q3 2022,webinar,webinar,2021-02-20 00:00:00,2021-05-05 00:00:00,2022-08-24 00:00:00,2022-10-11 00:00:00,2022-08-30 05:46:00,2022-08-30 05:46:00,1.0,1.0,1.0,True,False,True,True,True,True,True,False,False,False,True,False,0,90,Excellent,True,Oui,OK
7763,,61,Non renseigne,andrew.martin@umbrella.co,+16829808991,True,OK,contact,,MetaSync,event,converted,Paid Search - Product Launch - Q2 2024,paid search,paid search,2022-12-30 00:00:00,2023-03-25 00:00:00,2024-06-19 00:00:00,2024-07-22 00:00:00,2020-01-10 19:07:00,2024-06-23 01:58:00,6.0,6.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
7764,,,Non renseigne,jennifer.smith7764@pulsepointdigital.com,,False,Téléphone manquant,lead,,PulsePoint Digital,outbound cold,working,,,,2023-08-06 00:00:00,,,,,,0.0,0.0,0.0,True,False,False,True,True,False,True,False,False,False,False,False,2,65,Correct,True,Oui,Priorité faible
7765,,91,Non renseigne,david.hernandez7765@techflowinc.com,,False,Téléphone manquant,lead,,TechFlow Inc,paid search,sql,FY2022 ABM - Referral,referral,referral,2022-05-28 00:00:00,,2022-12-20 00:00:00,2023-01-20 00:00:00,2021-11-19 08:29:00,2023-01-17 19:08:00,2.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7766,,103,Non renseigne,sarah.rodriguez7766@agiledynamics.com,,False,Téléphone manquant,lead,,Agile Dynamics,paid search,mql,FY2024 Event Promotion - Direct Mail,direct mail,direct mail,2023-03-09 00:00:00,,2024-03-14 00:00:00,2024-04-10 00:00:00,2021-01-06 23:14:00,2024-04-06 19:07:00,2.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7767,,102,Non renseigne,betty.harris@waystar.io,,False,Format possible mais numéro non validé,contact,,PulsePoint Digital,outbound sdr,converted,FY2024 ABM - Content Syndication,content syndication,content syndication,2024-12-06 00:00:00,2024-12-11 00:00:00,2024-04-28 00:00:00,2024-06-01 00:00:00,2024-05-12 19:33:00,2024-05-12 19:33:00,1.0,1.0,1.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7768,,37,Non renseigne,michael.wilson@acme.com,+17126792022,True,OK,contact,,Agile Dynamics,inbound content,converted,Product Launch Campaign - Email,email,email,2024-04-30 00:00:00,2024-05-27 00:00:00,2024-10-25 00:00:00,2025-01-11 00:00:00,2022-01-01 10:50:00,2024-12-06 15:24:00,5.0,5.0,5.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
7769,,37,Non renseigne,david.garcia7769@innovateco.com,,False,Téléphone manquant,lead,,InnovateCo,partner referral,sql,Product Launch Campaign - Email,email,email,2022-11-04 00:00:00,,2024-10-25 00:00:00,2025-01-11 00:00:00,2020-06-27 06:43:00,2024-11-14 10:47:00,5.0,4.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7770,,144,Non renseigne,james.taylor7770@vertexai.com,,False,Téléphone manquant,lead,,VertexAI,inbound web,new,FY2022 Demand Gen - Referral,referral,referral,2023-08-28 00:00:00,,2022-03-10 00:00:00,2022-03-21 00:00:00,2020-06-15 06:35:00,2022-03-14 19:14:00,3.0,3.0,1.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7771,,14,Non renseigne,patricia.williams7771@insightplatforms.com,,False,Téléphone manquant,lead,,Insight Platforms,paid search,working,Nurture Campaign - Direct Mail,direct mail,direct mail,2020-06-04 00:00:00,,2024-08-01 00:00:00,2024-11-09 00:00:00,2020-08-30 09:25:00,2024-10-30 19:15:00,4.0,3.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7772,,139,Non renseigne,barbara.taylor@acme.com,+16222643535,True,OK,contact,,RapidCloud,paid search,converted,Event Promotion Campaign - Paid Search,paid search,paid search,2024-07-16 00:00:00,2024-09-03 00:00:00,2022-06-23 00:00:00,2022-08-11 00:00:00,2021-07-16 12:24:00,2022-08-10 01:18:00,2.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,0,90,Excellent,True,Oui,OK
7773,,4,Non renseigne,emily.jackson@waystar.io,+17402883933,True,OK,contact,,InnovateCo,partner referral,converted,Webinar - Demand Gen - Q2 2024,webinar,webinar,2024-07-11 00:00:00,2024-09-22 00:00:00,2024-06-28 00:00:00,2024-10-12 00:00:00,2021-07-16 15:39:00,2024-08-30 03:32:00,6.0,6.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
7774,,54,Non renseigne,kimberly.perez@initech.com,+19398064314,True,OK,contact,,TrueNorth Data,outbound cold,converted,Paid Search - Nurture - Q4 2022,,,2023-10-22 00:00:00,2023-11-28 00:00:00,2022-11-30 00:00:00,2023-01-16 00:00:00,2021-09-02 06:33:00,2022-12-16 11:29:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
7775,,118,Non renseigne,william.wilson7775@metasync.com,,False,Téléphone manquant,lead,,MetaSync,outbound sdr,mql,FY2024 Brand Awareness - Referral,referral,referral,2023-05-17 00:00:00,,2024-11-26 00:00:00,2025-03-14 00:00:00,2021-03-22 21:24:00,2024-12-24 00:00:00,3.0,2.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7776,,87,Non renseigne,jessica.rodriguez7776@metasync.com,,False,Téléphone manquant,lead,,MetaSync,social media,mql,FY2024 Demand Gen - Referral,referral,referral,2023-03-18 00:00:00,,2024-06-16 00:00:00,2024-07-02 00:00:00,2021-12-14 20:03:00,2024-06-27 18:22:00,3.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7777,,57,Non renseigne,elizabeth.brown7777@truenorthdata.com,,False,Téléphone manquant,lead,,TrueNorth Data,social media,mql,Product Launch Campaign - Organic Search,organic search,organic search,2021-10-06 00:00:00,,2024-09-27 00:00:00,2024-12-14 00:00:00,2021-03-06 13:41:00,2024-11-19 16:18:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7778,,166,Non renseigne,lisa.garcia7778@techflowinc.com,,False,Téléphone manquant,lead,,TechFlow Inc,inbound content,disqualified,FY2024 Demand Gen - Organic Search,organic search,organic search,2024-06-03 00:00:00,,2024-12-12 00:00:00,2024-12-31 00:00:00,2020-07-30 08:29:00,2024-12-25 00:45:00,7.0,7.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7779,,159,Non renseigne,karen.rodriguez7779@rapidcloud.com,,False,Téléphone manquant,lead,,RapidCloud,partner referral,disqualified,Nurture Campaign - Organic Search,organic search,organic search,2021-12-28 00:00:00,,2020-07-25 00:00:00,2020-11-15 00:00:00,2020-07-28 04:14:00,2020-07-28 04:14:00,1.0,1.0,1.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7780,,32,Non renseigne,jessica.lopez7780@brightwavetech.com,,False,Téléphone manquant,lead,,BrightWave Tech,inbound webinar,new,Demand Gen Campaign - Referral,referral,referral,2023-09-05 00:00:00,,2024-07-20 00:00:00,2024-08-05 00:00:00,2020-04-26 20:48:00,2024-07-27 05:24:00,5.0,4.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7781,,173,Non renseigne,richard.davis@umbrella.co,,False,Format possible mais numéro non validé,contact,,RapidCloud,event,converted,Event Promotion Campaign - Event,event,event,2023-02-19 00:00:00,2023-05-03 00:00:00,2024-10-15 00:00:00,2024-11-05 00:00:00,2020-01-30 18:56:00,2024-10-24 17:07:00,8.0,8.0,6.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7782,,124,Non renseigne,nancy.hernandez7782@truenorthdata.com,,False,Téléphone manquant,lead,,TrueNorth Data,event,new,Event - Event Promotion - Q3 2024,event,event,2024-09-08 00:00:00,,2024-09-12 00:00:00,2024-12-14 00:00:00,2024-07-18 21:03:00,2024-11-26 04:04:00,2.0,1.0,1.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7783,,155,Non renseigne,joseph.davis7783@techflowinc.com,,False,Téléphone manquant,lead,,TechFlow Inc,outbound sdr,new,FY2024 Brand Awareness - Paid Social,paid social,paid social,2021-11-07 00:00:00,,2024-09-27 00:00:00,2024-10-08 00:00:00,2022-02-02 06:55:00,2024-10-08 04:16:00,5.0,5.0,5.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7784,,57,Non renseigne,mark.miller@waystar.io,,False,Format possible mais numéro non validé,contact,,StreamLine Analytics,partner referral,converted,Product Launch Campaign - Organic Search,organic search,organic search,2023-03-05 00:00:00,2023-04-30 00:00:00,2024-09-27 00:00:00,2024-12-14 00:00:00,2023-10-29 18:16:00,2024-11-15 14:38:00,2.0,2.0,1.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7785,,42,Non renseigne,lisa.harris@umbrella.co,+17185603195,True,OK,contact,,CoreStack,inbound webinar,converted,Event Promotion Campaign - Webinar,webinar,webinar,2021-12-12 00:00:00,2021-12-15 00:00:00,2023-10-06 00:00:00,2023-12-28 00:00:00,2021-02-28 06:09:00,2023-11-17 07:50:00,4.0,4.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
7786,,166,Non renseigne,richard.lee@waystar.io,+14729478639,True,OK,contact,,RapidCloud,partner referral,converted,FY2024 Demand Gen - Organic Search,organic search,organic search,2024-09-14 00:00:00,2024-11-05 00:00:00,2024-12-12 00:00:00,2024-12-31 00:00:00,2020-03-29 00:11:00,2024-12-13 10:36:00,5.0,4.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,0,90,Excellent,True,Oui,OK
7787,,30,Non renseigne,jessica.rodriguez7787@truenorthdata.com,,False,Téléphone manquant,lead,,TrueNorth Data,inbound content,new,FY2023 Product Launch - Webinar,webinar,webinar,2023-11-05 00:00:00,,2023-09-14 00:00:00,2023-12-10 00:00:00,2020-02-13 10:59:00,2030-03-15 14:30:00,7.0,7.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7788,,199,Non renseigne,lisa.rodriguez7788@vertexai.com,,False,Téléphone manquant,lead,,VertexAI,outbound cold,nurture,Paid Search - Event Promotion - Q3 2024,paid search,paid search,2023-02-27 00:00:00,,2024-07-27 00:00:00,2024-10-28 00:00:00,2021-03-18 11:05:00,2024-08-18 02:49:00,5.0,5.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7789,,28,Non renseigne,betty.hernandez@globex.com,+16825558471,True,OK,contact,,CyberVault,outbound sdr,converted,FY2024 Nurture - Paid Search,paid search,paid search,2024-01-22 00:00:00,2024-03-03 00:00:00,2024-12-29 00:00:00,2025-02-05 00:00:00,2020-10-11 06:07:00,2024-12-16 00:00:00,4.0,4.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
7790,,52,Non renseigne,william.davis7790@scaleupsystems.com,,False,Téléphone manquant,lead,,ScaleUp Systems,inbound webinar,mql,FY2023 Thought Leadership - Email,email,email,2022-02-23 00:00:00,,2023-12-05 00:00:00,2024-03-31 00:00:00,2022-09-21 06:12:00,2024-03-26 19:51:00,2.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7791,,199,Non renseigne,john.thomas7791@brightwavetech.com,,False,Téléphone manquant,lead,,BrightWave Tech,inbound content,nurture,Paid Search - Event Promotion - Q3 2024,paid search,paid search,2023-06-13 00:00:00,,2024-07-27 00:00:00,2024-10-28 00:00:00,2020-05-16 17:16:00,2024-09-15 13:50:00,4.0,4.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7792,,24,Non renseigne,,,False,Téléphone manquant,lead,,InnovateCo,inbound webinar,new,FY2024 Brand Awareness - Content Syndication,content syndication,content syndication,2023-12-23 00:00:00,,2024-11-30 00:00:00,2025-03-20 00:00:00,2021-12-13 02:44:00,2024-12-27 12:43:00,6.0,6.0,5.0,False,False,True,True,True,True,True,False,False,False,True,False,2,50,À corriger,False,Non,Priorité moyenne
7793,,124,Non renseigne,joseph.thomas7793@brightwavetech.com,,False,Téléphone manquant,lead,,BrightWave Tech,outbound cold,working,Event - Event Promotion - Q3 2024,event,event,2023-01-10 00:00:00,,2024-09-12 00:00:00,2024-12-14 00:00:00,2022-03-03 04:29:00,2024-09-28 01:45:00,5.0,4.0,5.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7794,,75,Non renseigne,nancy.gonzalez7794@vertexai.com,,False,Téléphone manquant,lead,,VertexAI,social media,sql,FY2023 Product Launch - Direct Mail,direct mail,direct mail,2022-07-02 00:00:00,,2023-08-23 00:00:00,2023-09-03 00:00:00,2030-03-15 14:30:00,2030-03-15 14:30:00,1.0,1.0,1.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7795,,191,Non renseigne,barbara.lee7795@futureforge.com,,False,Téléphone manquant,lead,,FutureForge,inbound web,nurture,Referral - Nurture - Q2 2024,referral,referral,2024-06-13 00:00:00,,2024-06-05 00:00:00,2024-09-20 00:00:00,2020-05-25 18:03:00,2030-03-15 14:30:00,8.0,8.0,6.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7796,,20,Non renseigne,susan.thompson7796@pulsepointdigital.com,,False,Téléphone manquant,lead,,PulsePoint Digital,social media,working,FY2023 Brand Awareness - Event,event,event,2024-04-21 00:00:00,,2023-11-11 00:00:00,2023-12-04 00:00:00,2020-06-22 18:32:00,2023-11-19 15:21:00,7.0,7.0,6.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7797,,81,Non renseigne,charles.gonzalez@piedpiper.com,,False,Format possible mais numéro non validé,contact,,NexGen Solutions,product led,converted,Webinar - Nurture - Q2 2024,webinar,webinar,2024-07-20 00:00:00,2024-07-26 00:00:00,2024-06-04 00:00:00,2024-07-31 00:00:00,2021-07-06 17:58:00,2024-06-05 08:58:00,5.0,5.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7798,,66,Non renseigne,nancy.jones7798@innovateco.com,,False,Téléphone manquant,lead,,InnovateCo,outbound cold,mql,Webinar - Thought Leadership - Q4 2024,webinar,webinar,2021-07-30 00:00:00,,2024-10-04 00:00:00,2025-01-14 00:00:00,2021-08-30 14:27:00,2024-12-17 00:00:00,6.0,6.0,5.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7799,,101,Non renseigne,jennifer.rodriguez7799@innovateco.com,,False,Téléphone manquant,lead,,InnovateCo,inbound webinar,sql,Partner - Product Launch - Q3 2023,partner,partner,2021-09-21 00:00:00,,2023-07-16 00:00:00,2023-08-07 00:00:00,2021-12-31 06:17:00,2023-07-24 19:33:00,2.0,2.0,1.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7800,,86,Non renseigne,jessica.jones7800@primepathdigital.com,,False,Téléphone manquant,lead,,PrimePath Digital,inbound web,new,Referral - Thought Leadership - Q3 2023,referral,referral,2024-03-07 00:00:00,,2023-08-05 00:00:00,2023-11-08 00:00:00,2022-03-17 02:42:00,2023-08-31 06:36:00,4.0,4.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7801,,195,Non renseigne,elizabeth.martinez7801@brightwavetech.com,,False,Téléphone manquant,lead,,BrightWave Tech,paid search,disqualified,Paid Search - Demand Gen - Q4 2023,paid search,paid search,2023-12-17 00:00:00,,2023-11-07 00:00:00,2024-01-13 00:00:00,2021-07-06 04:12:00,2024-12-24 00:00:00,3.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7802,,190,Non renseigne,robert.jones7802@primepathdigital.com,,False,Téléphone manquant,lead,,PrimePath Digital,inbound web,sql,Event - Event Promotion - Q4 2024,event,event,2023-11-20 00:00:00,,2024-10-16 00:00:00,2024-10-29 00:00:00,2021-06-20 14:59:00,2024-10-17 01:25:00,2.0,1.0,1.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7803,,158,Non renseigne,lisa.rodriguez7803@innovateco.com,,False,Téléphone manquant,lead,,InnovateCo,social media,mql,Event Promotion Campaign - Referral,referral,referral,2023-02-26 00:00:00,,2024-05-20 00:00:00,2024-08-09 00:00:00,2020-08-16 08:28:00,2024-07-01 09:25:00,7.0,7.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7804,,30,Non renseigne,thomas.johnson7804@quantumlogiclabs.com,,False,Téléphone manquant,lead,,QuantumLogic Labs,outbound cold,working,FY2023 Product Launch - Webinar,webinar,webinar,2022-04-05 00:00:00,,2023-09-14 00:00:00,2023-12-10 00:00:00,2020-04-15 15:52:00,2023-10-17 22:11:00,3.0,3.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7805,,68,Non renseigne,robert.thomas7805@cloudscalesystems.com,,False,Téléphone manquant,lead,,CloudScale Systems,outbound sdr,new,ABM Campaign - Paid Search,paid search,paid search,2022-02-12 00:00:00,,2024-08-10 00:00:00,2024-11-12 00:00:00,2020-11-15 18:06:00,2024-08-15 18:13:00,7.0,6.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7806,,71,Non renseigne,michael.williams7806@insightplatforms.com,,False,Téléphone manquant,lead,,Insight Platforms,outbound cold,disqualified,ABM Campaign - Email,email,email,2023-01-10 00:00:00,,2024-02-26 00:00:00,2024-03-05 00:00:00,2021-06-11 07:30:00,2024-03-03 00:37:00,3.0,3.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7807,,87,Non renseigne,linda.thomas7807@agiledynamics.com,,False,Téléphone manquant,lead,,Agile Dynamics,inbound content,new,FY2024 Demand Gen - Referral,referral,referral,2021-12-18 00:00:00,,2024-06-16 00:00:00,2024-07-02 00:00:00,2020-03-23 10:47:00,2024-06-23 04:31:00,6.0,6.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7808,,195,Non renseigne,william.jackson7808@vertexai.com,,False,Téléphone manquant,lead,,VertexAI,inbound web,nurture,Paid Search - Demand Gen - Q4 2023,paid search,paid search,2022-05-03 00:00:00,,2023-11-07 00:00:00,2024-01-13 00:00:00,2020-05-01 07:30:00,2023-12-05 14:56:00,8.0,8.0,5.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7809,,117,Non renseigne,paul.jackson@acme.com,+14127313545,True,OK,contact,,FutureForge,partner referral,converted,ABM Campaign - Paid Search,paid search,paid search,2024-01-16 00:00:00,2024-03-27 00:00:00,2024-04-22 00:00:00,2024-08-01 00:00:00,2020-02-29 09:33:00,2024-07-01 09:17:00,3.0,2.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
7810,,92,Non renseigne,sarah.jones7810@cloudscalesystems.com,,False,Téléphone manquant,lead,,CloudScale Systems,product led,mql,Content Syndication - Event Promotion - Q1 2024,content syndication,content syndication,2021-03-04 00:00:00,,2024-02-28 00:00:00,2024-05-16 00:00:00,2021-06-20 18:20:00,2024-05-14 15:46:00,2.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
7811,,57,Non renseigne,christopher.taylor7811@cybervault.com,,False,Téléphone manquant,lead,,CyberVault,inbound content,sql,Product Launch Campaign - Organic Search,organic search,organic search,2022-01-09 00:00:00,,2024-09-27 00:00:00,2024-12-14 00:00:00,2020-06-14 11:46:00,2024-11-30 13:35:00,6.0,6.0,5.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
7812,,37,Non renseigne,david.miller7812@rapidcloud.com,,False,Téléphone manquant,lead,,RapidCloud,outbound cold,mql,Product Launch Campaign - Email,email,email,2023-03-15 00:00:00,,2024-10-25 00:00:00,2025-01-11 00:00:00,2022-03-03 19:49:00,2024-12-10 09:24:00,4.0,3.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
